id,name,description,count_members
118383738,"10.04 Тикки Шельен в арт-салоне ""Невский, 24""","арт-салон #Невский24 представляет:<br><br>Тикки Шельен (Tikkey A. Shelyen),  - музыкант, автор песен группы Башня Rowan. Создатель проекта Кантата Доминикана.<br><br>Сбор гостей: 20:00<br><br>Вход: 300 руб<br><br>Дополнительные опции:<br>Вкусная еда<br>Special Guests<br>Курение в баре<br>Wi-Fi и прочие маленькие радости жизни<br><br>И конечно же отличное настроение!!!<br><br>Приходите! Ждем вас по адресу:<br>м. Невский проспект<br>(выход на Канал Грибоедова)<br>Невский проспект, 24<br>(вход с Малой Конюшенной, 9 - первая арка по левой стороне, 2-ая парадная по левой стороне, кв. 154, 5 этаж, из лифта вниз на полпролета)<br>телефон для справок: (812) 571-59-75",39
108093206,Интерактивы по HPMoR,"Всегда мечтали окунуться в магический мир рациональности? Для студентов Хогвартса настало время проверки своих логических способностей! Интерактивная игра по произведению Э. Юдковского ""Гарри Поттер и методы рационального мышления (HPMoR)"" - отличный шанс для оценки и развития своих магических и аналитических данных. Ждём Вас 26 декабря 2015 года в 15.00 на Рожденственской Игре!",39
108579566,Тикки. Зима. Адвент. Просто песни в декабре,"Совершенно неожиданно нарисовался вот такой концерт, среди недели, в ""Археологии"". Зима. Адвент. Время ожидания - и еще нескоро, но обязательно будет Рождество. Время - от Самайна до рождественской ёлки. Просто глинт. Просто песни. Просто встретимся на этот вечер в ""Археологии"". Тикки Шельен - в ожиданьи Рождества. Цикл ""Стеклянных песен"" - в первом отделении. Второе - по заявкам.<br><br>Вход - 300 флоринов.<br><br>Адрес: м. Красносельская, ул. Новорязанская д.29 стр.3",38
87461566,Queer Haven,"По воскресеньям, раз в две недели, в 16-30 проходят встречи группы поддержки для трансгендерных и гендерно-неконформных людей. К участию приглашаются трансгендерные люди, а также люди с любыми вариантами несовпадения биологического пола, гендера и гендерного выражения (гендерквиры, агендеры, бигендеры, gender-fluid и т. д).<br><br>Задачи нашей группы - поделиться индивидуальными сценариями выживания в цисгетеронормативном обществе, а также найти личные и социальные ресурсы для противостояния психологическому и социальному давлению и насилию. <br><br>Мы видим эту группу как группу взаимопомощи, основанную на принципе равенства и принятия. Наша цель - создать пространство, максимально свободное от всех форм дискриминации, а также обеспечить атмосферу безоценочности и внимания к потребностям всех участниц и участников группы.<br><br>На группе запрещены любые ПАВ (психоактивные вещества), в том числе, алкоголь. Также запрещен вход на группу в состоянии алкогольного или наркотического опьянения.<br><br>К сожалению, у нас нет возможности обеспечить вход людям, передвигающимся в инвалидных колясках. Приносим свои извинения.<br><br>Группы модерируют Рэйда Линн и Саша Крик. Вопросы о месте проведения задавайте, пожалуйста, им. <br>Начало встречи в 16^30 часов. <br><br>Ждем вас!=)",38
109498179,Документалка о не-бинарной трансгендерности,съемки планируются в январе или феврале в москве,36
29639379,Параллель промышленного программирования ЛКШ,Место встречи школьников и преподавателей параллели P,35
113570640,"""О странностях любви"". Тикки в ""Археологии""","Это будет вечер в первой своей половине довольно компактный и напряженный. Вот в чем дело, дорогие люди! Я уже года два ношусь с проектом одного довольно странного альбома с названием ""О странностях любви"", целиком и полностью посвященного именно им, Странностям любви. Часть песен была россыпью представляема по разным концертам, часть - не тронута и практически не исполняется. Вместе, как оно есть, будет представлено впервые. Такие дела. Любовь - как раз в канун Дня святого Валентина - самое оно, как мне  показалось.<br><br>После перерыва - все как обычно, с заявками, записками, непринужденным весельем и прочей чумазинкой.<br><br>Вход - 250 флоринов.<br>Начало - в 20.00<br>""Археология""<br><br>Адрес:<br>ул. Новорязанская, д. 29, стр. 3, ст. м. ""Бауманская""",33
33488758,Никитка,Об Никите можно говорите долго и даже очень долго.,33
18082200,"Команда ""SOS""","Это организация цель которой — «с особым весельем спасти мир от скуки»<br>Мы, команда СОС, повсеместно ищем чудеса этого мира. Всем кто испытал нечто чудесное в прошлом, кто наблюдает настоящие чудеса и загадочные явления в настоящем, кто планирует столкнуться с чем-то чудесным в ближайшем будущем - крайне желательно сообщить об этом нам, команде СОС.<br>МАЕМСЯ ДУРЬЮ!!!",32
42819672,Осенняя физическая школа,"В этой группе обсуждаются выездные физические школы, которые проводятся в рамках московского кружка ""Олимпиадная физика""",29
64802997,a.r.,это моя записная книжка и поэтому тут может быть какая-то ерунда,27
114818146,"День рождения Тикки и Снежки в ""Археологии""","А что уж тут описывать? Просто соберемся и устроим что-нибудь распрекрасное типа концерта, толкотни, фонариков, конфет и апельсинов. Старая добрая ""Археология"" - отличное место, чтобы справить там небольшой, но по-своему занятный юбилей. 44 - отличный такой повод! Очень веселый. А если можно при этом поздравить друзей-именинников, так и вообще красота.<br><br>Вход - 300 рублей.<br>Лучший подарок - вы там, друзья мои!",26
60250032,"""Наливайте, Барон!"" - Хэллоуин с Бароном Самди! ","Близится 30 октября. В Европе и США в этот день (а точнее в вечер, плавно переходящий в ночь) люди отмечают Хэллоуин. Ага, отмечают - но не все! Кто-то отмечает Fet Gede - День Мертвых. Вот о них-то мы и поговорим. Заодно вы узнаете, кто такой на самом деле Барон Самди, кто такие и откуда берутся геде, чем Барон отличается от Лоа Геде и почему смерть - это УЖАСНО весело! <br><br>Традиционно - БУДУТ СКАЗКИ!<br>! Внимание, это НЕ концерт, это СЕМИНАР :) <br><br>Где - клуб-салон ""Канц'Эрт""<br><br>Когда - 19.00<br><br>Почем - 350 р.",25
77217615,Орден Перемен,,25
49315080,222 ФОПФ МФТИ,"Удивительная, прекрасная, сумасшедшая 222.<br><br>- Ваше политическое кредо?<br>- Всегда!<br><br>Всегда веселы, всегда свободны, всегда пораковать готовы.<br><br>Ваша самая дорогая администрация.",22
76598241,Группа 101 ПМИ ФКН ВШЭ,,22
98673829,143ПМИ НИУ ВШЭ,,20
31096394,Realax - лучший форум для общения,"Группа Весёлого Отдыха!<br><br>Официальное представительство форума forums.realax.ru:<br><br>Лучший форум! Хорошее настроение и веселая компания! Общение обо всем и просто полезная, любопытная информация. Юмор, развлечения, конкурсы, игры",14
111838284,"Маф-клуб ""Белый лист""","ЧТО ЗДЕСЬ ПРОИСХОДИТ?<br>Каждую среду в 20:00 играем в Мафию по классическим правилам :)<br><br>ЧТО ТАКОЕ КЛАССИЧЕСКАЯ МАФИЯ?<br>Это мафия по классическим турнирным правилам на 10 игроков. Роли: Дон, Мафия, Комиссар, Мирные жители. Приходите, мы всё расскажем и покажем! <br><br>КАК ПРИСОЕДИНИТЬСЯ?<br>Мы играем каждую субботу в 20-00 в антикафе ""Белый лист"", оплата по тарифу анткафе :)<br><br>КУДА ЕХАТЬ? :)<br>М. добрынинская, ул. валовая 32/75 (3 минуты от метро)",10
109996338,Твоя тайная подруга,"Частная группа, посвященная игре в тайную подругу. <br><br>Новый год - время радовать незнакомых и знакомых подруг :) Не обязательно быть оригинальным или убийственно героическим, чтобы порадовать человека. Цель нашей игры - более близкое знакомство с интересами друг друга, возможность порадовать другого человека без повода и сделать ему приятное. Ну и да, мы тоже хотим быть порадованными тайной подругой :)",8
7583712,Официальная группа Ломы.RU,"Официальная группа Ломы.RU<br>Команда энтузиастов, почитающая туризм и импровизацию. Мы можем всё!!!",6
107788436,pushing pixels,some pixel art I do for fun,5
100961094,fabJ's VtM,,4
30022666,Лепра,"Ле́пра (Проказа) — хроническое инфекционное заболевание, протекающие с преимущественным поражением кожи, периферической нервной системы, иногда передней камеры глаза, верхних дыхательных путей выше гортани, кистей, стоп, а также яичек :3",3258494
116416672,пикчи для друзей,здесь все,177
55157869,Голос. Дети,"Официальное сообщество проекта ""Голос. Дети""<br>Первый выпуск третьего сезона смотрите 20 февраля в 21:30 на Первом!<br><br>Также никакого спама, постороннего (особенно пиратского!) видео, рекламы и ссылок на другие страницы, проекты и ресурсы (Википедия - исключение).<br><br>Учитывая специфику проекта, никаких СПОЙЛЕРОВ (для них есть тема в ""Обсуждениях"")! Спасибо за понимание",722394
64158118,Versus Fresh Blood,"ПОЖИЗНЕННЫЙ БАН ЗА:<br>1) Спам (англ. spam) — рассылка коммерческой и иной рекламы или иных видов сообщений, включающих ЛЮБЫЕ сторонние ссылки, видео и фото.<br>2) Флуд (от неверно произносимого англ. flood — наводнение, затопление) — комментарии, занимающие большие объемы или не несущие никакой полезной информации.",113032
117013113,BUDET LUCHSHE,"Хотите попасть на стену нашего сообщества ? Предлагайте свои фотографии, ссылку на Инстаграм и бомбический трек. Наслаждайтесь🎶",39
113590406,ALIEXPRESS STYLIST,Стильно — не значит дорого.,305305
117063121,Boomerang,Делитесь своими #Boomerang и ссылками на Инстаграм,3
92903220,КухняШоу,"Привет! Ты здесь, а это значит, что, скорее всего, еда в твоей жизни занимает огромный вкусный кусок! 😋<br><br>Ты прямо по адресу, здесь все такие 😜<br><br>Подписывайся на канал → http://kuhnyashow.ru<br><br>На этой странице ты найдешь все обновления по видео, идеи крутых рецептов и много-много всего о вкусной, полезной и не очень еде! <br><br>Сделаем этот мир съедобнее :)",33241
113714990,RuUltimateScout,,211
115072853,One4one – юношеский алтимат в России,"Проект ""Disc One4One"" направлен на популяризацию алтимата среди детей школьного возраста.<br><br>Алтимат – это командный игровой вид спорта с летающим диском (фрисби).<br><br>Игра ведется двумя командами по семь человек на прямоугольном поле с голевыми зонами в торцах. Цель игры — пасуя диск по воздуху между игроками своей команды, передать его игроку, находящемуся в голевой зоне соперника.<br><br>В 2015 году алтимат получил официальное признание Мирового Олимпийского Комитета.<br><br>В основе алтимата лежит принцип Духа Игры (Spirit of the Game). Его суть заключается в том, что игроки знают и соблюдают правила игры, не наносят умышленные фолы соперникам, относятся друг к другу уважительно и справедливо. В случае возникновения спорных игровых ситуаций роль судей на поле исполняют сами игроки. Важная составляющая духа игры – умение решать конфликтные ситуации через общение.<br><br>Чтобы убедиться в зрелищности и атлетичности алтимата, посмотрите это видео: https://youtu.be/Uc9RkIP06hU",179
23783148,КАТЯ КЛЭП / Kate Clapp,"Я YouTuber! :D<br><br>Снимаю скетчи, пародии на своем канале FoggyDisaster, так же Vlogs на TheKateClapp<br>http://www.youtube.com/user/FoggyDisaster<br>http://www.youtube.com/user/TheKateClapp<br><br>TWITTER http://twitter.com/kate_clapp<br>INSTAGRAM http://instagram.com/kateclapp<br>FACEBOOK https://www.facebook.com/kateclappfans<br>VKONTAKTE http://vkontakte.ru/kate_clapp<br>LINE http://line.me/ti/p/%40kateclapp<br>TWITTER http://twitter.com/kate_clapp<br>INSTAGRAM http://instagram.com/kateclapp<br><br>P.S<br>Привет всем :3",562895
40500796,@INSTAGIRLS,Предлагайте клёвых девушек из инстаграма или клёвых себя нам на стену!,284667
41904841,BUNKER night club (Великий Новгород),ВСЯ ИНФОРМАЦИЯ И ЗАКАЗ СТОЛОВ ПО ТЕЛЕФОНУ  703-703 или  89658085505,25653
29924916,Никола,"«Никола» — первая марка кваса, ставшая полноценным брендом, кардинально отстроившимся от конкурентов и использующим весь комплекс современных маркетинговых коммуникаций. <br>Сила торговой марки подтверждается высоким показателем известности, который сравним с самыми известными марками напитков.<br>""Никола"" - натуральный квас живого брожения. В его состав входят исключительно натуральные ингредиенты: хлебопекарные дрожжи, ячменный и ржаной солод, сахар, очищенная вода. Традиционная технология производства и натуральное сырье - все это обеспечивает замечательные потребительские качества напитка, его способностью утолять жажду, целебные и тонизирующие свойства. Квас ""Никола"" обладает и целебными свойствами, т.к. препятствует развитию болезнетворных микроорганизмов, что объясняется наличием в нем молочной кислоты, витаминов, аминокислот, сахаров и микроэлементов. Широкий выбор и непревзойденный вкус кваса ""Никола"" позволяют даже самому требовательному потребителю выбрать свой любимый вкус кваса ""Никола"".<br>Сейчас ""Никола"" это ещё и превосходная медовуха, которая производится из натурального цветочного меда. Натуральный мёд не только придает неповторимый вкус медовухе «Никола», но и оказывает положительное действие на организм человека.<br>Медовуха «Никола»  - это настоящий русский слабоалкогольный  напиток  живого брожения без консервантов  и подсластителей,  приготовленный исключительно из натуральных ингредиентов, что придает напитку богатый и насыщенный вкус. Это лучшая альтернатива слабоалкогольным «химическим» напиткам и пиву.",1172
87389803,"Смотри, что я нашел на AliExpress",,1165812
32806437,Studentsport.ru | Студенческий спорт,Studentsport.ru - первое официально зарегистрированное СМИ о студенческом спорте,8928
77743043,175g.ru,,374
73776762,Восемнадцать плюс,всё зашло слишком глубоко,748871
17655824,AdMe.ru,"AdMe.ru — создан людьми, искренне увлеченными миром творчества. Присоединяйтесь!<br><br>МЫ НЕ РАЗМЕЩАЕМ ПЛАТНЫЕ ПОСТЫ",1320896
18496184,СТС,"Официальное сообщество телеканала СТС: все новые серии, новости о проектах, фотографии со съёмок, информация о звёздах!<br><br>Mы делаем жизнь ярче!",2236398
23169544,Дневники Вампира &amp: Древние,"7 СЕЗОН ""ДНЕВНИКОВ ВАМПИРА"" И 3 СЕЗОН ""ДРЕВНИХ"" БУДЕТ!<br><br>ВНИМАНИЕ!!! Если Вам что-то недоступно (фото, комментарии к нему, альбом или видео) просто вступите в нашу группу <br>http://vk.com/club9841588<br><br>Эта страница была создана самой большой группой по сериалу ""Дневники Вампира"" вКонтакте, с целью оповещения участников о самых последних новостях из жизни актеров и сериала.",450633
23967044,Новости Уфы и Республики Башкортостан,Все новости Уфы и Республики в одном месте!<br>________________________________________,249366
25189523,НОЧЬ,,3184774
26750264,5 лучших фильмов,лучшие фильмы онлайн,5791815
28074163,Жизненно ^^,,0
29684347,YES,,1322087
30207899,F Λ S H I O N I S M,,325683
30231515,Есенин Сергей Александрович,"Серге́й Алекса́ндрович Есе́нин (21 сентября (3 октября) 1895, село Константиново, Рязанская губерния — 28 декабря 1925, Ленинград) — русский поэт, представитель новокрестьянской поэзии и (в более позднем периоде творчества) имажинизма.",147393
30441641,Мемы HSE,Мем-лист преподов здесь - http://vkontakte.ru/topic-30441641_25201718,644
31217732,Типичное Одинцово,,61865
31545597,OUTLOOK,"книги ,  фильмы , музыка, цитаты, стихи и  языки",960263
31574923,Никита Райт. | Райт beatz.,"Никита Райт. - музыкант. На данный момент работает в сфере beatmaker. Пишет биты, инструменталы на заказ, а так же можно приобрести из уже сделанных битов. Цена:50-200рэ.<br>Купленные биты не удаляются после продажи, а лишь больше не продаются и будут помечены 'ПРОДАНО!'<br>Оплата через ЯндексДеньги: 41001884017323",60
31752409,Цитаты и Книги,,2273406
31920990,Типичный творческий,Рубрики:<br>#ДоброеУтроТворческие@typical_creative<br>#ФильмНаНочьТТ@typical_creative<br>#МузыкаНаНочьТТ@typical_creative<br>#НочнойЧатТТ@typical_creative<br>#МузыкаДляТворчестваТТ@typical_creative<br>#ФлешМобТТ@typical_creative<br>#VideoTT@typical_creative<br>#ОбучениеТТ@typical_creative<br>#КнигиТТ@typical_creative<br>#АнатомияТТ@typical_creative<br>#ОпросТТ@typical_creative<br>#СтилиТТ@typical_creative<br>#ПоэзияТТ@typical_creative<br>#ХудожникТТ@typical_creative<br>#СкульптураТТ@typical_creative<br>#ФотоТТ@typical_creative<br>#ГрафикаТТ@typical_creative<br>#АрхитектураТТ@typical_creative<br>#МузыкаТТ@typical_creative<br>#ДизайнерТТ@typical_creative<br>#БлаготворительностьТТ@typical_creative<br>#ХендМейдТТ@typical_creative<br>#СкетчТТ@typical_creative<br>#АкварельТТ@typical_creative<br>#СтритАртТТ@typical_creative<br>#СловоДняТТ@typical_creative<br>#LiveTT@typical_creative<br>#ТворчествоЧитателейТТ@typical_creative <br>#ВопросТТ@typical_creative <br>___________________________________,843763
33880573,THE DUMP,"Ежедневник, впитавший в себя лучшее среди полезного, интересного и развлекательного.",376275
34336200,Шедевры кулинарии | Вкусные рецепты,,381933
35001375,MAVRIN™ studios,,189604
35061290,Эгоист,,4046616
35145657,Apple,"У меня из Apple дома только компот...<br>  <br>  <br>  <br>- Фото<br>- Видео<br>- Новости <br>- Юмор<br>- Советы и хитрости<br>- Обзоры лучших игр и приложений<br>- Конкурсы и акции<br><br>И многое другое! Stay tuned!<br><br>Apple,iPhone,iMac,iPod,Macbook pro, macbook air, ipod touch, iphone 5, iphone 5s, iphone 6, jobs, steve jobs",1651059
35718846,Книга рекордов Гиннесса,,0
35966358,Экзистенция,,412656
36982922,xxx,,187347
37252325,Семён Исаев,1. Милая девушка<br>2. Хохочущая ночь<br>3. День рожденья<br>4. Признание<br>5. Прощение <br>6. Прощание<br>7. Одиночество<br>8. Лирика не для слабонервных<br>9. Горе без тебя<br>10. Настоящая любовь<br>11. 10 строк<br><br>12. Правда<br>13. Палатка<br>14. Пилигрим<br>15. Танки<br>16. Старики<br>17. Прогулка<br>18. Джунгли<br>19. Она<br>20. Молитва<br>21. Егор<br>22. Обмен валюты,6509
38363244,Around the World,Познавательный журнал,1400166
38683579,Лучшие стихи великих поэтов | Литература,Творческое объединение.,3674819
38705859,Философия XXI век,,241778
40567146,Лайфхак,Используй реальность правильно!,7065084
41774259,Голос,"Правила общения на нашей страничке:<br>Никакого мата, никаких оскорблений, никакого разжигания национальной, религиозной и другой розни. <br><br>Также никакого спама, постороннего (особенно пиратского!) видео, рекламы и ссылок на другие страницы, проекты и ресурсы (Википедия - исключение), а также любого другого увода трафика.<br><br>Учитывая специфику проекта, никаких СПОЙЛЕРОВ! Спасибо за понимание.<br><br>Администрация странички выносит наказания на своё усмотрение.",1101253
43184340,Ах Астахова: эмоции и стихи,"Официальная группа, посвященная творчеству московской поэтессы Ирины Астаховой.<br><br>Ирина Астахова (творческий псевдоним Ах Астахова) – молодая и популярная в современном литературном сообществе поэтесса из Москвы. Её выступления собирают сотни и тысячи зрителей в концертных залах разных городов России, Украины, Беларуси, а также Франции, Германии, Чехии, Испании и Италии.<br>В 2013-2014 году Ах Астахова дала более 120 концертов в 53х городах и 8 странах, которые посетили более 35 000 человек. Что делает ее одним из самых востребованных публикой поэтом в современном русскоязычном пространстве.<br>Лауреат творческих премий и конкурсов, таких как «Паруса надежды» в номинации «Авторское чтение», «Золотая Горгулья"" от клуба «16 тонн» в номинации «Лучший арт проект года» и мн. др.<br>В лирике Ирина затрагивает темы тонких и зачастую не простых отношений. Любит тему путешествий, поиска жизненного пути и призвания, самопреодоления, борьбы с пороками и многого другого. Лирика Ах Астаховой очень многогранна.<br>Не менее примечательна ее манера живых выступлений. Непередаваемая легкость и жизненность лиричных строк в сочетании с мелодичным, живым музыкальным сопровождением создают удивительную атмосферу на ее выступлениях. Ирина будто заглядывает в душу каждому слушателю и  затрагивает самые потаенные струны каждого, кто имел удовольствие посетить ее концерт. Эмоции буквально материализуются в пространстве зала. <br>На данный момент Ира выпустила сборник стихотворений каждый новый тираж которого продается с феноменальным для современной литературной России ажиотажем. Дебютная книга «Мужская лирика / Женская лирика» представляет собой сборник стихов двух противоположностей, уживающихся в поэте: прямолинейные и строгие стихотворения, написанные от лица героя‑сердцееда, и мягкие и нежные стихи полные глубокой трогательности женской души.",214380
43215063,Киномания - фильмы онлайн,Киномания - фильмы на любой вкус.<br>Подписывайся и смотри все новинки первым!,8196299
45770903,Гений креатива,Время идей,984504
46007066,Математика. Царица наук,"Математика — это язык, на котором написана книга природы.",1718
46745051,GALLERY,13-13,144619
48319873,Империя Кино,,4636469
54861604,FU.SE AVENUE,Inst: fuserxt_vsop<br>Vimeo: Sergey Zamylin,25
55264762,Versus Battle,"ПОЖИЗНЕННЫЙ БАН ЗА:<br>1) Спам (англ. spam) — рассылка коммерческой и иной рекламы или иных видов сообщений, включающих ЛЮБЫЕ сторонние ссылки, видео и фото.<br>2) Флуд (от неверно произносимого англ. flood — наводнение, затопление) — комментарии, занимающие большие объемы или не несущие никакой полезной информации.",844863
56197226,Поэзия без цензуры,,102768
56332618,РИФМОДРОЧ,все и так знают правила<br>4 строчки лей в предлагаемые,122946
57484216,MISSMODELS,,234132
58058397,Вызовбезправил от KOTEX,,177209
61553444,YOUTUBE NATION by PASHA MIKUS,YOUTUBE ONE LOVE,299284
64952366,Студенческий совет НИУ ВШЭ,"Студсовет НИУ ВШЭ — выборный представительный орган нашего университета.<br>Через него мы, студенты, можем отстаивать свои интересы, права и получать различные рекомендации и консультации.<br><br>Наш студсовет состоит из таких же студентов, как вы сами, и поэтому не бойтесь писать своим представителям (и не только) — они не кусаются и постараются вам ответить своевременно.<br><br>Мясницкая, 22, ауд. 502<br>sovet.hse@gmail.com",2486
65539312,Мультимания | Мультфильмы,Лучшие мультфильмы в HD качестве!,1116364
66400291,Обнуляй ВШЭ,пацанский. жаркий. твой.,695
68024228,FICTION,,14471
68663388,SORRY I'M DOPE,"Стильная одежда от лучших уличных брендов на заказ в Москве. <br>Регулярные пополнения ассортимента, большой выбор эксклюзивных вещей, оперативная доставка по всей России и СНГ.",89097
68664804,BLACK CRACK,,39110
73628736,Just notes,,64
74155191,Абитуриент.про,Меняем систему,3429
79544907,Потеряшки HSE,,423
86015528,Неспящая 213,213 в поле не воин,38
88072856,NOT MODELS BUT,,16999
99334845,Зайцы [инструментальный ансамбль],"Играем исключительно хиты в стиле РОК таких групп как Metallica Qween RHCP Ария и др. Есть свой материал. Нас можно пригласить музыкально сопроводить День рождения, свадьбу, похороны тещи и праздники Ктулху. Программа расчитана (пока) на час.<br>Для связи стучитесь в личку участникам группы, все обсудим.<br>Участники<br>Сергей (SKIF) Ревякин - гитара<br>Борис (Бритва) Ярошенко - гитара<br>Наталья (sTruNa) Трушина - скрипка<br>Алексей (Кас) Косенков - перкуссия<br>Эдвард (Воропай) Воропаев - Бас",17
101401916,HSE STORE,"Уважаемые студенты! Приветствуем Вас на официальной странице магазина HSE STORE. В нашем магазине у вас есть  возможность приобрести толстовки, футболки, обложки на студенческие и прочую сувенирную продукцию с уникальными принтами и логотипами, созданными специально для вашего факультета.<br><br>Контакты: +7 (906) 775-13-78 <br>Оформление заказа: http://goo.gl/forms/HTxnx2bRpt<br><br>Email: justforhse@gmail.com",1765
106554080,Haunt me,,52246
112940897,MARVEL/DC,"Крупнейшая группа для поклонников вселенной комиксов Marvel — крупнейшего издателя комиксов на планете, а также их вечного, но не менее сильного противника — DC Comics!<br><br>Супермен (Человек из Стали), Железный Человек, Бэтмен (Темный Рыцарь), Джокер, Харли Квинн, Локи, Человек-Паук, Люди Икс, Дэдпул, Мстители, Лига Справедливости — информацию по всем этим героям, злодеям и командам вы найдёте у нас.<br><br>В паблике регулярно появляются новости о грядущих супергеройских фильмах - Бэтмен против Супермена: Рассвет Справедливости, Дэдпул, Люди Икс: Апокалипсис, Гражданская Война, Капитан Америка: Противостояние",501363
44601053,Polotno,,59837
108359827,Красота и здоровье!,,3197
56248182,СЕРИЙные убийцы,Цитаты из ваших любимый сериалов! :),7699
25153764,Английский каждый день | Endaily,"Добро пожаловать! <br>Если Вам нравится всесторонне и интересно изучать язык:<br>если Вы всерьез увлечены английским и ищите дополнительный источник своего развития:<br>если Вы ""давно хотели"" и по каким-то причинам откладывали внимательное изучение языка,<br>пожалуйста:<br><br>Enjoy  your study. Every day :)<br><br>С уважением, <br>Ваша команда Endaily.",1106447
84029642,Ролевой клуб НИУ ВШЭ,Молодое ролевое сообщество НИУ ВШЭ. Любим играть в разнообразные ролевые игры и учить этому других. Добро пожаловать!,274
38306835,HTML Academy,"Курсы для каждого, кто хочет окунуться в мир вёрстки и программирования. Интерактивные задания помогут освоить веб-технологии и создать сайт, а интенсивные курсы подготовят к старту карьеры в IT.",37606
65768651,Rickey F,vk — https://vk.com/rickeyf<br>twitter — https://twitter.com/rickey_f<br>instagram — https://instagram.com/rickey_f/<br>youtube — https://www.youtube.com/c/rickeyf<br>periscope — https://www.periscope.tv/rickey_f,15500
28905875,Рифмы и Панчи,,444516
29998254,KRESTALL GANG,KRESTALL GANG,8885
74548533,ALPHAVITE,,10695
34704340,LIL SMOOKY // #DCT,•ПОКУПКА БИТОВ - http://vk.cc/4Cr6V9<br><br>•Prod. Credits - http://vk.cc/4SrcKo<br><br>•КОНТАКТЫ - http://vk.cc/4SrcZg<br><br>•За дополнительной информацией писать в личные сообщения непосредственно мне - vk.com/lilsmooky<br><br>***Добро пожаловать!***,4782
43260601,SK1ttless Beats,"• Битмейкер \ DJ.<br><br>Работал с такими артистами, как:<br>• Big Russian Bo$$ (HustleHard Flava)<br>• Young P&amp:H (HustleHard Flava)<br>• Yanix<br>• ATL<br>• Bumble Beezy<br>• SlippahNeSpi<br>• Bess [V-Style]<br>• Fike<br>• Кажэ Обойма<br>• Breezey Montana<br>• Jubilee<br>• ЛСП<br>• Yung Trappa<br>• Sil-A<br>• Сашмир<br>• Витя Classic [ВУТОНН]<br>• D.Masta<br>• OBLADAET<br>• Porchy<br>• Young Gipsy<br>• Lottery Billz (Finesse Kidz) <br>• Yung Guddi (Finesse Kidz) <br>• Yung Riley<br>• MellowBite<br>&amp: more.<br><br>Выступал на одной сцене с:<br>• YANIX<br>• BIG RUSSIAN BOSS &amp: YOUNG P&amp:H<br>• 4EU3 (#AVG)<br>• ROMSTA (#AVG)<br>• MIRONOV (#AVG)<br>• ROKIT (#AVG)<br>• DMNDZ (#AVG)<br>• G ON FIRE (#AVG)<br>• NEL<br>• BREEZEY MUZIK<br>• BUMBLE BEEZY <br>• ARIA FREDDA<br>&amp: more.<br><br>• Экс-участник проектов #PMW , #Hype_Party, #BRVZERS, YMB, Piggy Bang. <br>• Покупка инструменталов:<br>http://vk.com/sk1ttless_beats<br>• Организация выступлений: http://vk.com/id19627505 \ +375297771372 (Никита)<br><br>| #SK1ttless | #SK1ttlessBeats | #Minsk | #Trap | #HipHop | #DJ | #Beatmaker |",3267
63530169,DEAD DYNASTY,PHARAOH // ACID DROP KING // TECHNO // MNOGOZNAAL // JEEMBO // SALUKI // DIMVRS // LOSTSVUND // SOUTHGARDEN // STEREORYZE //  CRAZIEMUGG // BRYTE // WHITE PUNK // FROZENGANGBEATZ // CHENEY WEIRD // EVIAN VOAG // VISNU // PRPL // ZABUGA<br><br>DEAD DYNASTY.<br><br>MGMT &amp: BOOKING: dan@backyard.moscow,144911
64110896,Galat / Галат,http://vk.com/fakegalat<br>https://twitter.com/galatspb<br>https://instagram.com/fakegalat<br>https://youtube.com/GalatOfficial,11569
45172096,Fast Food Music,,67901
62791828,Jubilee Wins,Официальный паблик Jubilee<br>ВК - vk.com/jubileewins<br>Твиттер - twitter.com/jubileewins<br>Инстаграм - @jubileeonaire,13809
43187280,К.Е.Д.      журнал для кедоголовых,"К.Е.Д. Российский журнал о кроссовках и людях, что их носят.<br>",12557
31959306,СНИКЕРХЭД | SNEAKERHEAD,"Сникерхэд (англ. sneakerhead - дословный перевод как кроссовок в голове) - персонаж, который помешан на кроссовках (сникерах) и на всём, что с ними связано.<br><br>ПРЕЖДЕ, ЧЕМ ПОДПИСАТЬСЯ, ЧИТАЙТЕ ПРАВИЛА СООБЩЕСТВА - http://vk.cc/3YnRhH",205878
71966289,The Flow,лакшери лайфстайл,80754
62576220,ATL #FCKSWG ACIDHOUZE,"ATL - артист из Новочебоксарска, словом и делом показывающий, как интересно может звучать новый хип-хоп<br><br>×Дискография×<br><br>Весна, как слышите? (2012) <br>#FCKSWG 2012 (2012) <br>#FCKSWG MMXIII (2013) <br>Кости (2014) <br>Центр Циклона ( 2014 ) <br>ACIDHOUZE (2014) <br>#FCKSWG × ЗА УПОКОЙ × (2015) <br>Марабу ( 2015 )<br><br>Организация концертов:<br>Павел Александров<br>+7(926)238 48 16<br>acidhouzebooking@gmail.com",60422
30314549,ЛСП,"Ваша опера мне понравилась. Пожалуй, я напишу к ней музыку.<br><br>Организация концертов:<br><br>Россия:<br>dan@backyard.moscow<br><br>Беларусь, Украина, Европа:<br>https://vk.com/yanpopkov<br>yanpopkov@gmail.com<br>+37533-331-51-51",159153
